id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
52230259,"The perfect lair for city explorers. Sleep under the sweet smile of our Hawaiian poster girls.<br /><br />After a nightcap cocktail in the Tiki bar downstairs, just roll into bed and wake up fully charged in this intimate room for 2. Freshen up the next morning in your own well-equipped bathroom, score our famous breakfast downstairs and you're ready for new adventures.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07641,4.3077,Private room,,1 private bath,"[""Hot water"", ""Paid parking garage off premises"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$94.00,11
52230825,"This cozy yellow room for 2 comes with private bathroom facilities. Make new friends at the Grote Markt, then get a good night of sleep and when you wake up, have breakfast like a king in café Zeta downstairs.<br />If you’re a couple of friends looking for a simple & clean place to stay in the city center, ask for Fellow Yellow!<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07706,4.30732,Private room,,1 private bath,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Lock on bedroom door"", ""Private entrance"", ""Heating"", ""Smoke alarm"", ""TV"", ""Hair dryer"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$94.00,4
52231979,"This romantic little room has a breathtaking view on The Hague’s most photogenic church, de Oude Kerk. Wake up in comfortable kingsize boxspring beds and open the doors of your French balcony, looking out over one of the most romantic landmarks of the city.<br /><br />This room comes with private bathroom facilities and direct access to the Grote Markt if you feel like meeting new faces. Perfect choice for couples looking for an A-location, romantic hideaway.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.07679,4.30918,Private room,,1 private bath,"[""Wifi"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Heating"", ""TV"", ""Hair dryer"", ""Security cameras on property"", ""Long term stays allowed""]",$129.00,8
52233977,"Romance! A huge blowup of a passionate kiss invites solitude-seeking couples to forget about the city for a while. Relax under the stars on your private tiki-themed balcony. The room comes with new and private bathroom facilities and access to the Grote Markt! For a five-star breakfast, just head downstairs in the morning where café Zeta welcomes you with good coffee and a fresh newspaper. Ask for this room if you like pretty starry nights with downtown The Hague just around the corner.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep ",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07568,4.30742,Private room,,1 private bath,"[""Hot water"", ""Paid parking garage off premises"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$131.00,8
52273400,"The room comes with new and private bathroom facilities, view to our shared terrace and access to the Grote Markt!<br /><br />For a five-star breakfast, just head downstairs in the morning where café Zeta welcomes you with good coffee and a fresh newspaper.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07656,4.30813,Private room,,1 private bath,"[""Hot water"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$121.00,7
52275939,"<b>The space</b><br />The Comfort Suite (2 people - 25 m2) is more spacious than the Standard Suite and has the same features. Unwind and relax under the delightful rain shower before sleeping in your queen-size bed with luxury bedding. This room is suited for 2 adults.<br /><br />Due to the presence of a plethora of fresh colours such as Royal blue and Sea green you immediately get the sense of freedom and space. Unwind in your queen-size bed, relax in the comfortable seats and enjoy your favourite shows on the Smart TV. We continue to explore unique collaborations with befitting brands to augment our offering. Such as Marie-Stella-Maris for personal care products and Fést for the tasteful interior. All suites are brand new, fresh, spotless and offer Silent air-conditioning, TV with Chromecast, Netflix and free high speed Wifi, Designer bathroom with a power rain shower, A fully equipped pantry, A Nespresso machine and tea set<br /><br /><b>Guest access</b><br />Access to the hotel an",423125973,Hotel Bries,100%,100%,"['email', 'phone']",Statenkwartier,52.09553,4.27356,Private room,,1 bath,"[""Room-darkening shades"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""TV"", ""Refrigerator"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$126.00,2
52277187,"Looking for inner-city vibes? Stretch your legs in this delightful space.<br /><br />With a French balcony overseeing the shopping area, this is a room that lays the world at your feet - bathing in luxurious detail. The spacious room for 2 is lovingly decorated with vintage finds, good-natured poster girls and a crisp & clean bathroom with all facilities.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.07617,4.30805,Private room,,1 private bath,"[""Hot water"", ""Paid parking garage off premises"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$126.00,4
52277589,"Looking for inner-city beauty? Stretch your legs in this delightful space.<br /><br />With a French balcony overseeing the shopping area, this is a room that lays the world at your feet - bathing in luxurious detail. The spacious room for 3 is lovingly decorated with vintage finds, good-natured poster girls and a crisp & clean bathroom with all facilities.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.07553,4.30952,Private room,,1 private bath,"[""Hot water"", ""Paid parking garage off premises"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Mini fridge""]",$136.00,19
52278583,"Looking for inner-city vibes? Stretch your legs in this delightful space.<br /><br />With a French balcony overseeing the Grote Markt terrace, this is a room that lays the world at your feet - bathing in luxurious detail. The spacious room for 2 is lovingly decorated with vintage finds, good-natured poster girls and a crisp & clean bathroom with all facilities.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Kortenbos,52.077,4.30731,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Air conditioning"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge""]",$126.00,4
52279168,"Looking for inner-city vibes? Stretch your legs in this delightful space.<br /><br />With a French balcony overseeing the Grote Markt terrace, this is a room that lays the world at your feet - bathing in luxurious detail. The spacious room for 3 is lovingly decorated with vintage finds, good-natured poster girls and a crisp & clean bathroom with all facilities.<br /><br /><b>The space</b><br />Our rooms are located right on the Grote Markt, surrounded by bars and restaurants that stay open until late hours which unfortunately can make it difficult for light sleepers to fully relax. <br /><br />We do provide earplugs to all guests but we think it is important that our guests are aware of this, we apologize in advance and hope you will enjoy your stay with us.<br /><br />The room is situated on a historical building which means there is no elevator, please keep this in mind if you have any mobility issues or carrying heavy luggage.<br /><br /><b>License number</b><br />Exempt",5285926,Diederick,98%,99%,"['email', 'phone']",Zuidwal,52.07481,4.30739,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Air conditioning"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cleaning before checkout"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Security cameras on property"", ""Lock on bedroom door"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge""]",$136.00,7
